('1235603336.013237', '1235603336.14752')
('1235604550.472002', '1235604550.473835')
('1235604550.50526', '1235604550.50509')
('1235604550.538641', '1235604550.536345')
('1235604550.5719', '1235604550.5676')
('1235604550.605278', '1235604550.606669')
('1235604550.638542', '1235604550.637924')
('1235604550.671923', '1235604550.669179')
('1235604550.70518', '1235604550.73169')
('1235604550.738563', '1235604550.739504')
('1235604550.771815', '1235604550.770759')
('1235604550.805203', '1235604550.802014')
('1235604550.838458', '1235604550.841083')
('1235604550.87184', '1235604550.89578')
('1235604550.905094', '1235604550.903593')
('1235604550.938483', '1235604550.934849')
('1235604550.971862', '1235604550.973917')
('1235604551.005122', '1235604551.005173')
('1235604551.038502', '1235604551.036428')
('1235604551.071764', '1235604551.73967')
('1235604551.105145', '1235604551.106752')
('1235604551.138407', '1235604551.138007')
('1235604551.171782', '1235604551.169262')
('1235604551.205041', '1235604551.208331')
('1235604551.238422', '1235604551.239587')
('1235604551.271682', '1235604551.270842')
('1235604551.30506', '1235604551.028614')
('1235604551.338321', '1235604551.341166')
('1235604551.371702', '1235604551.372421')
('1235604551.404962', '1235604551.403676')
('1235604551.438341', '1235604551.434932')
('1235604551.471727', '1235604551.466187')
('1235604551.504987', '1235604551.505256')
('1235604551.538368', '1235604551.536511')
('1235604551.571618', '1235604551.567766')
('1235604551.604999', '1235604551.606835')
('1235604551.638255', '1235604551.645904')
('1235604551.671639', '1235604551.669345')
('1235604551.704894', '1235604551.708414')
('1235604551.738308', '1235604551.731856')
('1235604551.77154', '1235604551.075497')
('1235604551.804921', '1235604551.809994')
('1235604551.838193', '1235604551.841249')
('1235604551.871565', '1235604551.872504')
('1235604551.904821', '1235604551.903759')
('1235604551.938202', '1235604551.935014')
('1235604551.971581', '1235604551.974083')
('1235604552.004841', '1235604552.005339')
('1235604552.038227', '1235604552.036594')
('1235604552.071482', '1235604552.70858')
('1235604552.104862', '1235604552.106918')
('1235604552.138123', '1235604552.138173')
('1235604552.171509', '1235604552.169428')
('1235604552.204763', '1235604552.208497')
('1235604552.238143', '1235604552.239753')
('1235604552.271404', '1235604552.271008')
('1235604552.304788', '1235604552.302263')
('1235604552.338043', '1235604552.341332')
('1235604552.371424', '1235604552.372587')
('1235604552.404687', '1235604552.403842')
('1235604552.438069', '1235604552.435097')
('1235604552.471451', '1235604552.474166')
('1235604552.504708', '1235604552.505421')
('1235604552.538092', '1235604552.536677')
('1235604552.571345', '1235604552.567932')
('1235604552.604729', '1235604552.607001')
('1235604552.637984', '1235604552.638256')
('1235604552.671361', '1235604552.669511')
('1235604552.704617', '1235604552.700766')
('1235604552.738002', '1235604552.739835')
('1235604552.771258', '1235604552.771091')
('1235604552.804642', '1235604552.802346')
('1235604552.837898', '1235604552.841415')
('1235604552.871285', '1235604552.864856')
('1235604552.90454', '1235604552.93518')
('1235604552.937925', '1235604552.942994')
('1235604552.971305', '1235604552.974249')
('1235604553.004569', '1235604553.03676')
('1235604553.037947', '1235604553.38838')
('1235604553.071205', '1235604553.71656')
('1235604553.104584', '1235604553.107084')
('1235604553.137844', '1235604553.138339')
('1235604553.171227', '1235604553.169594')
('1235604553.204485', '1235604553.200849')
('1235604553.237939', '1235604553.239918')
('1235604553.271129', '1235604553.271173')
('1235604553.304517', '1235604553.302428')
('1235604553.337779', '1235604553.341498')
('1235604553.371148', '1235604553.372753')
('1235604553.404404', '1235604553.404008')
('1235604553.437797', '1235604553.435263')
('1235604553.47105', '1235604553.48996')
('1235604553.504433', '1235604553.505587')
('1235604553.537816', '1235604553.536842')
('1235604553.571074', '1235604553.568098')
('1235604553.604457', '1235604553.607167')
('1235604553.637719', '1235604553.638422')
('1235604553.671092', '1235604553.669677')
('1235604553.70435', '1235604553.71656')
('1235604553.737738', '1235604553.740001')
('1235604553.770984', '1235604553.771256')
('1235604553.804362', '1235604553.802511')
('1235604553.837625', '1235604553.833767')
('1235604553.871006', '1235604553.872836')
('1235604553.904262', '1235604553.904091')
('1235604553.937646', '1235604553.935346')
('1235604553.970904', '1235604553.974415')
('1235604554.004288', '1235604554.00567')
('1235604554.03767', '1235604554.00567')
('1235604554.070927', '1235604554.68547')
('1235604554.10431', '1235604554.013484')
('1235604554.137566', '1235604554.138505')
('1235604554.17095', '1235604554.16976')
('1235604554.204206', '1235604554.201015')
('1235604554.237589', '1235604554.240084')
('1235604554.270849', '1235604554.271339')
('1235604554.304231', '1235604554.302594')
('1235604554.337486', '1235604554.341663')
('1235604554.370871', '1235604554.372919')
('1235604554.404129', '1235604554.404174')
('1235604554.437511', '1235604554.435429')
('1235604554.470768', '1235604554.474498')
('1235604554.50415', '1235604554.052553')
('1235604554.537534', '1235604554.537008')
('1235604554.570793', '1235604554.568264')
('1235604554.604172', '1235604554.607332')
('1235604554.637434', '1235604554.638588')
('1235604554.670815', '1235604554.669843')
('1235604554.704071', '1235604554.701098')
('1235604554.737454', '1235604554.740167')
('1235604554.770712', '1235604554.771422')
('1235604554.804094', '1235604554.802677')
('1235604554.83735', '1235604554.083808')
('1235604554.870729', '1235604554.873002')
('1235604554.903986', '1235604554.904257')
('1235604554.937368', '1235604554.935512')
('1235604554.970625', '1235604554.966767')
('1235604555.004006', '1235604555.005836')
('1235604555.037391', '1235604555.037091')
('1235604555.070649', '1235604555.69345')
('1235604555.10403', '1235604555.07616')
('1235604555.137288', '1235604555.130857')
('1235604555.170672', '1235604555.169926')
('1235604555.203928', '1235604555.201181')
('1235604555.237311', '1235604555.232436')
('1235604555.270642', '1235604555.271505')
('1235604555.303952', '1235604555.310574')
('1235604555.337213', '1235604555.334015')
('1235604555.370596', '1235604555.373084')
('1235604555.403853', '1235604555.396526')
('1235604555.437234', '1235604555.435595')
('1235604555.470491', '1235604555.474664')
('1235604555.503875', '1235604555.505919')
('1235604555.537258', '1235604555.537174')
('1235604555.570511', '1235604555.568429')
('1235604555.603894', '1235604555.607498')
('1235604555.637154', '1235604555.638753')
('1235604555.670538', '1235604555.670009')
('1235604555.703792', '1235604555.701264')
('1235604555.737175', '1235604555.740333')
('1235604555.770434', '1235604555.771588')
('1235604555.803819', '1235604555.802843')
('1235604555.837073', '1235604555.834098')
('1235604555.870458', '1235604555.873167')
('1235604555.90371', '1235604555.091788')
('1235604555.9371', '1235604555.07616')
('1235604555.970347', '1235604555.966933')
('1235604556.003732', '1235604556.006002')
('1235604556.036985', '1235604556.037257')
('1235604556.070372', '1235604556.70143')
('1235604556.103753', '1235604556.107581')
('1235604556.13701', '1235604556.013816')
('1235604556.170393', '1235604556.170091')
('1235604556.203652', '1235604556.201347')
('1235604556.237034', '1235604556.240416')
('1235604556.270288', '1235604556.271671')
('1235604556.303668', '1235604556.302926')
('1235604556.336928', '1235604556.334181')
('1235604556.370309', '1235604556.365436')
('1235604556.403568', '1235604556.404505')
('1235604556.436951', '1235604556.443574')
('1235604556.470209', '1235604556.467016')
('1235604556.503594', '1235604556.506085')
('1235604556.536853', '1235604556.529526')
('1235604556.570235', '1235604556.568595')
('1235604556.603619', '1235604556.607664')
('1235604556.636874', '1235604556.638919')
('1235604556.670256', '1235604556.670174')
('1235604556.703512', '1235604556.709243')
('1235604556.736899', '1235604556.740499')
('1235604556.770156', '1235604556.771754')
('1235604556.803537', '1235604556.803009')
('1235604556.836791', '1235604556.834264')
('1235604556.870181', '1235604556.873333')
('1235604556.903436', '1235604556.904588')
('1235604556.936817', '1235604556.935843')
('1235604556.970073', '1235604556.967099')
('1235604557.00346', '1235604557.05305')
('1235604557.036717', '1235604557.037423')
('1235604557.070091', '1235604557.068678')
('1235604557.103471', '1235604557.099933')
('1235604557.136732', '1235604557.139002')
('1235604557.170115', '1235604557.170257')
('1235604557.203372', '1235604557.201513')
('1235604557.236755', '1235604557.240582')
('1235604557.27001', '1235604557.27965')
('1235604557.303394', '1235604557.303092')
('1235604557.336652', '1235604557.334347')
('1235604557.370036', '1235604557.373416')
('1235604557.403292', '1235604557.404671')
('1235604557.436675', '1235604557.435926')
('1235604557.469932', '1235604557.467181')
('1235604557.503315', '1235604557.506251')
('1235604557.536572', '1235604557.537506')
('1235604557.569957', '1235604557.568761')
('1235604557.603338', '1235604557.600016')
('1235604557.636596', '1235604557.639085')
('1235604557.669979', '1235604557.662526')
('1235604557.703237', '1235604557.701595')
('1235604557.73662', '1235604557.076492')
('1235604557.769878', '1235604557.771919')
('1235604557.803261', '1235604557.803175')
('1235604557.83652', '1235604557.83443')
('1235604557.869903', '1235604557.873499')
('1235604557.90316', '1235604557.89694')
('1235604557.936542', '1235604557.936009')
('1235604557.969802', '1235604557.967264')
('1235604558.003186', '1235604558.06103')
('1235604558.036438', '1235604558.037589')
('1235604558.069821', '1235604558.068844')
('1235604558.103201', '1235604558.100099')
('1235604558.136465', '1235604558.139168')
('1235604558.16984', '1235604558.014147')
('1235604558.203098', '1235604558.201678')
('1235604558.236481', '1235604558.232934')
('1235604558.269738', '1235604558.272002')
('1235604558.303118', '1235604558.303258')
('1235604558.336387', '1235604558.334513')
('1235604558.369762', '1235604558.373582')
('1235604558.40302', '1235604558.38921')
('1235604558.436401', '1235604558.436092')
('1235604558.469659', '1235604558.467347')
('1235604558.503038', '1235604558.506416')
('1235604558.536295', '1235604558.537672')
('1235604558.569681', '1235604558.568927')
('1235604558.603063', '1235604558.600182')
('1235604558.636319', '1235604558.639251')
('1235604558.6697', '1235604558.006333')
('1235604558.702958', '1235604558.701761')
('1235604558.736341', '1235604558.733016')
('1235604558.769601', '1235604558.772085')
('1235604558.802982', '1235604558.795527')
('1235604558.83624', '1235604558.84241')
('1235604558.869622', '1235604558.865851')
('1235604558.902879', '1235604558.897106')
('1235604558.936263', '1235604558.936175')
('1235604558.96952', '1235604558.96743')
('1235604559.002905', '1235604559.006499')
('1235604559.03616', '1235604559.006499')
('1235604559.069543', '1235604559.64723')
('1235604559.102799', '1235604559.100265')
('1235604559.136184', '1235604559.139334')
('1235604559.169562', '1235604559.170589')
('1235604559.202822', '1235604559.201844')
('1235604559.236203', '1235604559.233099')
('1235604559.269456', '1235604559.272168')
('1235604559.302836', '1235604559.303423')
('1235604559.336094', '1235604559.334679')
('1235604559.369474', '1235604559.365934')
('1235604559.402734', '1235604559.405003')
('1235604559.436114', '1235604559.436258')
('1235604559.469375', '1235604559.467513')
('1235604559.502756', '1235604559.506582')
('1235604559.536015', '1235604559.537837')
('1235604559.569395', '1235604559.569093')
('1235604559.602655', '1235604559.600348')
('1235604559.636035', '1235604559.639417')
('1235604559.66942', '1235604559.64723')
('1235604559.702678', '1235604559.701927')
('1235604559.736061', '1235604559.733182')
('1235604559.769317', '1235604559.772251')
('1235604559.802701', '1235604559.803506')
('1235604559.835958', '1235604559.834762')
('1235604559.869346', '1235604559.866017')
('1235604559.9026', '1235604559.06901')
('1235604559.935981', '1235604559.936341')
('1235604559.969242', '1235604559.967596')
('1235604560.003227', '1235604560.3661')
('1235604560.035878', '1235604560.030106')
('1235604560.069262', '1235604560.069175')
('1235604560.102525', '1235604560.108244')
('1235604560.135903', '1235604560.131686')
('1235604560.169282', '1235604560.170755')
('1235604560.202546', '1235604560.209824')
('1235604560.23593', '1235604560.022293')
('1235604560.269184', '1235604560.272334')
('1235604560.302564', '1235604560.303589')
('1235604560.33583', '1235604560.030106')
('1235604560.369202', '1235604560.373914')
('1235604560.402462', '1235604560.405169')
('1235604560.435839', '1235604560.436424')
('1235604560.46911', '1235604560.045734')
('1235604560.502484', '1235604560.498934')
('1235604560.535814', '1235604560.538003')
('1235604560.569127', '1235604560.569258')
('1235604560.602381', '1235604560.600513')
('1235604560.635766', '1235604560.639582')
('1235604560.669146', '1235604560.670838')
('1235604560.702403', '1235604560.702093')
('1235604560.735783', '1235604560.733348')
('1235604560.769047', '1235604560.772417')
('1235604560.802432', '1235604560.803672')
('1235604560.835685', '1235604560.834927')
('1235604560.869065', '1235604560.866183')
('1235604560.902329', '1235604560.905252')
('1235604560.935711', '1235604560.936507')
('1235604560.968967', '1235604560.967762')
('1235604561.002347', '1235604561.2725')
('1235604561.035608', '1235604561.33501')
